"Title","Description","Link","Hackathon"
"TokenForge","Easy l3 roll ups deployments with custom DA + F.H.E and Z.K.P secured","https://ethglobal.b-cdn.net/projects/xpbr8/banner/default.jpg","SCALING ETHEREUM 2024"
"OnlyPics","This service is a decentralized e-commerce platform built on Web3 technology, offering personalized marketplaces for sellers, secure token-based transactions, and trust verification through blockchain certification.","https://ethglobal.b-cdn.net/projects/7v01t/banner/default.jpg","SCALING ETHEREUM 2024"
"Dukkan","This project is for sneaker lovers and creators. Support and create a sneaker project using blockchain.","https://ethglobal.b-cdn.net/projects/jbsc7/banner/default.jpg","SCALING ETHEREUM 2024"
"Reuwu","Telepathy is an on-chain game built on IPC. It allows users to join in as a subnet validator in order to take part in the game. It is a multiplayer strategy game which uses IPC upgradable subnets","https://ethglobal.b-cdn.net/projects/m9adx/banner/default.jpg","SCALING ETHEREUM 2024"
"PrivPay","Survive Waves, Level Up, Conquer Foes - All with Your NFT using IPC by protocol laps","https://ethglobal.b-cdn.net/projects/69jgk/banner/default.jpg","SCALING ETHEREUM 2024"
"hi","A web3 dating platform where crypto enthusiasts go to find their true love!","https://ethglobal.b-cdn.net/projects/wr60s/banner/default.jpg","SCALING ETHEREUM 2024"
"DeleGate","A set of EVM smart contracts written in Rust, which make using Arbitrum Stylus much easier","https://ethglobal.b-cdn.net/projects/r6suk/banner/default.jpg","SCALING ETHEREUM 2024"
"Promise","Building a digital sports engagement hub commonly referred as Fantasy Sports (FS) as a modular and sufficiently decentralised solution using a collection of individual ephemeral micro-rollups representing each real-life match as events built with Stackr SDK on top of AvailDA","https://ethglobal.b-cdn.net/projects/y0op6/banner/default.jpg","SCALING ETHEREUM 2024"
"CryptoWebGen","Compliance oracle using on-chain/off-chain consensus integration.","https://ethglobal.b-cdn.net/projects/vgigx/banner/default.jpg","SCALING ETHEREUM 2024"
"EthereumL10nService","Empower your creativity with CryptoPatrons! 🚀 A unique platform for creators to receive crypto donations instantly and securely, using blockchain technology. Sign up in seconds, get real-time alerts, and engage with your supporters","https://ethglobal.b-cdn.net/projects/yqkj4/banner/default.jpg","SCALING ETHEREUM 2024"
"AI CHAIN","Decentralized machine learning platform on Ethereum, allowing data and model sharing, monetization, and collaboration.","https://ethglobal.b-cdn.net/projects/dvofo/banner/default.jpg","SCALING ETHEREUM 2024"
"Waves","Fuse Pay is a decentralized payroll platform that enables businesses to seamlessly make monthly payments to their employees.","https://ethglobal.b-cdn.net/projects/wvhwv/banner/default.jpg","SCALING ETHEREUM 2024"
"Handshake","A Multi-Chain Web3 museum with zero-knowledge proof where users can visit museum and collect artifacts.","https://ethglobal.b-cdn.net/projects/60y5j/banner/default.jpg","SCALING ETHEREUM 2024"
"BalanceCraft","A incentive mechanism for open-source scientific research using ERC 1155","https://ethglobal.b-cdn.net/projects/eo7jw/banner/default.jpg","SCALING ETHEREUM 2024"
"Certified","Privacy preserving personal genomics for health and ancestry","https://ethglobal.b-cdn.net/projects/h7k7q/banner/default.jpg","SCALING ETHEREUM 2024"
"WASM-IPFS-Serverless","Transparent tracking and provenance of supply chain. | Built using sign protocol","https://ethglobal.b-cdn.net/projects/s66cj/banner/default.jpg","SCALING ETHEREUM 2024"
"StylusZeppelin",""TimeShare" is a revolutionary dApp that brings fractional ownership to everyday high-value items. Through blockchain technology, users can collectively own luxury cars, vacation homes, electronics, and more.","https://ethglobal.b-cdn.net/projects/d3fd0/banner/default.jpg","SCALING ETHEREUM 2024"
"FilFetch","Bootstrap your community by engaging members through incentives, powered by ERC-20 tokens.","https://ethglobal.b-cdn.net/projects/mz2nm/banner/default.jpg","SCALING ETHEREUM 2024"
"frameEcom","Store and validate AI training data without a centralized storage. Closed to regulators, open to everyone else.","https://ethglobal.b-cdn.net/projects/5xqqd/banner/default.jpg","SCALING ETHEREUM 2024"
"ipme","A pre-market trading platform that lets you trade points and airdrop allocations as ERC-404 tokens","https://ethglobal.b-cdn.net/projects/e3v9t/banner/default.jpg","SCALING ETHEREUM 2024"
"NeoNexus","Tokenized Carbon Credits Trading Platform: This idea has strong potential due to its relevance in today's eco-conscious market. It addresses a real and urgent global need—carbon footprint reduction—while leveraging the blockchain for transparency and security in transactions","https://ethglobal.b-cdn.net/projects/6oy79/banner/default.jpg","SCALING ETHEREUM 2024"
"sceth","This is a hand written and optimized machine learning library written in Rust using Arbitrum's Stylus consisting of KNN, ML math , etc.","https://ethglobal.b-cdn.net/projects/x2wuz/banner/default.jpg","SCALING ETHEREUM 2024"
"PropShare","Push back the limits of what's possible with a uniswap hook thanks to arbitrum's stylus technology.","https://ethglobal.b-cdn.net/projects/uy5n3/banner/default.jpg","SCALING ETHEREUM 2024"
"zkbiometric","No-code visual design tool for Smart Contracts with no specific technical knowledge required","https://ethglobal.b-cdn.net/projects/ckw6r/banner/default.jpg","SCALING ETHEREUM 2024"
"DeCoupon","Anyone can endorse anyone, and the endorsement will be onchain. The use case is in a project or DAO, it is a decentralized reputation system. Imagine anyone will own a reputation and identity. And it will be integrated into app.fairsharing.xyz dapp as well.","https://ethglobal.b-cdn.net/projects/sn1y1/banner/default.jpg","SCALING ETHEREUM 2024"
"TokenBound 6551","Decentralized & open social media website which integrates zklogin and decentralized storage using filecoin and using witness protocol for timestamping of data.","https://ethglobal.b-cdn.net/projects/th6j4/banner/default.jpg","SCALING ETHEREUM 2024"
"Ascend","A Gnosis Pay expansion using DeFi protocols like Yearn and Ajna","https://ethglobal.b-cdn.net/projects/o3y4n/banner/default.jpg","SCALING ETHEREUM 2024"
"NFT Marketplace","a decentralised fabrication process - we want to bring crypto and blockchain to 3d printig","https://ethglobal.b-cdn.net/projects/8jskk/banner/default.jpg","SCALING ETHEREUM 2024"
"BlockEstate","Tired of getting scammed while trading memecoins ? Introducing Memecoin cooker, a framework to build safe memecoins, trust our platform to keep your memes spicy and your investments secure. Ready to become the meme chef you were born to be?","https://ethglobal.b-cdn.net/projects/bbbmd/banner/default.jpg","SCALING ETHEREUM 2024"
"Sign up to get the latest news and updates on ETHGlobal","MarryMe is a project for proposing on-chain and obtaining an on-chain marriage certificate, built upon the Sign Protocol.","https://ethglobal.b-cdn.net/projects/r4icb/banner/default.jpg","SCALING ETHEREUM 2024"
"BlockEstate","Flamegraphs for solidity that help to spot optimisation opportunities!","https://ethglobal.b-cdn.net/projects/0gr0p/banner/default.jpg","SCALING ETHEREUM 2024"
"De Bulletin","Easy Key is a simple payment solution using phone numbers & zk for authentication. Send and claim low-cost crypto payments with your contacts hassle-free.","https://ethglobal.b-cdn.net/projects/qwtq3/banner/default.jpg","SCALING ETHEREUM 2024"
"MoonSpin","Easy Key is a simple payment solution using phone numbers & zk for authentication. Send and claim low-cost crypto payments with your contacts hassle-free.","https://ethglobal.b-cdn.net/projects/qwtq3/banner/default.jpg","SCALING ETHEREUM 2024"
"eCouponsWeb3","A decentralized email marketing platform pioneering the use of Nillion encryption to safeguard user email addresses","https://ethglobal.b-cdn.net/projects/ixsn6/banner/default.jpg","SCALING ETHEREUM 2024"
"Code Insurance","AddressMe is a private address book which stores encrypted data on the blockchain for data protection and constant availability. Its purpose is to provide an address book for everyday usage of any kind.","https://ethglobal.b-cdn.net/projects/5urum/banner/default.jpg","SCALING ETHEREUM 2024"
"Eth Garage","Bringing the power of decentralised verifiable attestations to your testimonials. Ensuring every review is genuine and credible","https://ethglobal.b-cdn.net/projects/mfhs3/banner/default.jpg","SCALING ETHEREUM 2024"
"NillionHealthcare","Validate all blocks without bugs in this fully on-chain game","https://ethglobal.b-cdn.net/projects/73c4m/banner/default.jpg","SCALING ETHEREUM 2024"
"HeartToFind","A Fully On-Chain Cricket Game Powered by Zero Knowledge Proof","https://ethglobal.b-cdn.net/projects/jydjm/banner/default.jpg","SCALING ETHEREUM 2024"
"NeonPay","For building onchain applications that can verify offchain api calls.","https://ethglobal.b-cdn.net/projects/4ej8x/banner/default.jpg","SCALING ETHEREUM 2024"
"zkora","Ride sharing but for blobs. Make blobspace more affordable for everyone. by combining tiny blobs that don't fill a full EIP-4844 blob into one","https://ethglobal.b-cdn.net/projects/fjcjd/banner/default.jpg","SCALING ETHEREUM 2024"
"Power Probe","We are building a gamified fitness app where users can join public or private challenges by staking cryptocurrency. Participants aim to meet a minimum step count within a set timeframe to win. Winners receive cryptocurrency prizes and unique NFTs.","https://ethglobal.b-cdn.net/projects/euwx0/banner/default.jpg","SCALING ETHEREUM 2024"
"TrustPoint","PrivyCal allows you to schedule meetings with people, without sharing the entire calender. It's completely decentralized - no middle man needed!","https://ethglobal.b-cdn.net/projects/i1gub/banner/default.jpg","SCALING ETHEREUM 2024"
"Colibri","Raise funds for your project from day 1 and discover up and coming protocols to invest in. BuildFi enables small developers who build in public to raise funds from people who believe in the future of their projects","https://ethglobal.b-cdn.net/projects/1ey02/banner/default.jpg","SCALING ETHEREUM 2024"
"Locker","Gitsplit: an open-source crowdfunding platform revolutionizing support for open projects. Having a seamless way to register your projects and and showcase on our beautiful dashboard. Contributors get direct shares from donations via fair algorithms.","https://ethglobal.b-cdn.net/projects/pkp5d/banner/default.jpg","SCALING ETHEREUM 2024"
"Identicall","ODESEC stands for On-chain Database of Emergency Security Event Contact. Through this database and the corresponding mechanism, project teams can filter out spam, quickly receive effective emergency vulnerability reports, and make timely responses.","https://ethglobal.b-cdn.net/projects/hru8o/banner/default.jpg","SCALING ETHEREUM 2024"
"Verithereum","New Social Networking Service with check tool as nft use case","https://ethglobal.b-cdn.net/projects/6e79a/banner/default.jpg","SCALING ETHEREUM 2024"
"AI Planet","Simple lending protocol .","https://ethglobal.b-cdn.net/projects/car5r/banner/default.jpg","SCALING ETHEREUM 2024"
"ReturnX","Transforming public health information. Blueband delivers swift identification, verification, and response to public health queries on vectorized datasets stored on Filecoin.","https://ethglobal.b-cdn.net/projects/u0o0t/banner/default.jpg","SCALING ETHEREUM 2024"
"BattleshipX","PartSign is a project where the authorised dealers can attest a verified bill. If any problem occurs in the parts then the service center can easily verify the attestation and validate that the part was purchased from an authorised dealer.","https://ethglobal.b-cdn.net/projects/08z95/banner/default.jpg","SCALING ETHEREUM 2024"
"HASHI-XTF","Send money to everyone and onboard your friends in two secounds","https://ethglobal.b-cdn.net/projects/gi4bk/banner/default.jpg","SCALING ETHEREUM 2024"
"nfl","Bags is an new NFT project built on the ERC-6551 standard, empowering NFTs to have their own wallets. With Bags, users can define asset allocations for their NFTs, enabling automatic splitting and allocation of incoming ETH payments.","https://ethglobal.b-cdn.net/projects/vi4eu/banner/default.jpg","SCALING ETHEREUM 2024"
"Gnosis Lounge","Social project that allows you to create fun, personalised page and host it on decentralized web","https://ethglobal.b-cdn.net/projects/7myog/banner/default.jpg","SCALING ETHEREUM 2024"
"zkWarden","Our project introduces a novel cross-chain integration protocol specifically designed for TBAs. This protocol addresses the critical need for trustless and secure cross-chain interactions while prioritizing user confidence.","https://ethglobal.b-cdn.net/projects/dz4xg/banner/default.jpg","SCALING ETHEREUM 2024"
"OpenAnalyze","AI generated content powered social media network that lets users express creatively/","https://ethglobal.b-cdn.net/projects/fnmj9/banner/default.jpg","SCALING ETHEREUM 2024"
"hivework","Find your NFT Friends, Find and follow users that shared your NFT collections on Farcaster","https://ethglobal.b-cdn.net/projects/gzwt4/banner/default.jpg","SCALING ETHEREUM 2024"
"FilCRM","I have yet to figure out what I'm going to work on. I have yet to figure out what I'm going to work on.","https://ethglobal.b-cdn.net/projects/dtqnb/banner/default.jpg","SCALING ETHEREUM 2024"
"Happy Corn","ReportDAO is a decentralized crowdfunding platform that empowers users to request and fund web scraping reports","https://ethglobal.b-cdn.net/projects/z42ah/banner/default.jpg","SCALING ETHEREUM 2024"
"Promptles","Secure attestation engine for verifiable NFT agreements for use in Defi","https://ethglobal.b-cdn.net/projects/x4ryq/banner/default.jpg","SCALING ETHEREUM 2024"
"FundPoint","Learn, Pay, Earn. The DeFi experience at one click with Melon Wallet","https://ethglobal.b-cdn.net/projects/wrc62/banner/default.jpg","SCALING ETHEREUM 2024"
"ChargeMateNouns 46","Not Your Jewels is a DeFi project based on trusting in students who are one of the most untrusted people in the traditional finance system. This project offers microloans for students for study expenses.","https://ethglobal.b-cdn.net/projects/etnm9/banner/default.jpg","SCALING ETHEREUM 2024"
"3Metrics","Creating more structured zk setup ceremonies with trustless coordination, privacy, sybil-resistance, and zk-proven results","https://ethglobal.b-cdn.net/projects/dbvy2/banner/default.jpg","SCALING ETHEREUM 2024"
"Life of Game","Your Wix for Web3. Seamlessly craft shareable UIs for on-chain contracts with intuitive drag-and-drop tooling.","https://ethglobal.b-cdn.net/projects/8ewxu/banner/default.jpg","SCALING ETHEREUM 2024"
"ZNS Connect","Quasar, an initiative for the Post-Quantum Ethereum Era Prepare for the Q-day with our Account Abstraction, wallet extension, and three quantum secure signature libraries. Quasar aims to advance quantum-secure cryptography for production.","https://ethglobal.b-cdn.net/projects/m8xcv/banner/default.jpg","SCALING ETHEREUM 2024"
"Sign up to get the latest news and updates on ETHGlobal","A feature on Farcaster that allows users to fact-check and add context to casts by issuing attestations.","https://ethglobal.b-cdn.net/projects/3fu9p/banner/default.jpg","SCALING ETHEREUM 2024"
"ZNS Connect","KNN index dataset search, showing how items can be searched without a traditional search engine.","https://ethglobal.b-cdn.net/projects/wmbdz/banner/default.jpg","SCALING ETHEREUM 2024"
"FruitRush","KNN index dataset search, showing how items can be searched without a traditional search engine.","https://ethglobal.b-cdn.net/projects/wmbdz/banner/default.jpg","SCALING ETHEREUM 2024"
"Complace","Proof of Location, prove you are within a certain range of a location","https://ethglobal.b-cdn.net/projects/wrxsq/banner/default.jpg","SCALING ETHEREUM 2024"
"BlisterB","A web3 bot to attest and verify the transactions on chain, easily!","https://ethglobal.b-cdn.net/projects/msx5w/banner/default.jpg","SCALING ETHEREUM 2024"
"Telepathy","AI Marketplace, pay per invocation of LLMs with onchain settlement","https://ethglobal.b-cdn.net/projects/ytkbr/banner/default.jpg","SCALING ETHEREUM 2024"
"Project Survivor","I created Dao for Znosis, Morp. Resell old Item marketplace for NEON. Data storage to store the details of corporates employees for IPC and One marketplace for Filecoin","https://ethglobal.b-cdn.net/projects/wn32g/banner/default.jpg","SCALING ETHEREUM 2024"
"EtherMatch","Disrupting Real Estate! This Web3 & ML platform uses blockchain for secure transactions & ML for personalized searches. No scams, outdated data, or wasted time! #realestate #web3 #ML #PropTech","https://ethglobal.b-cdn.net/projects/nqd72/banner/default.jpg","SCALING ETHEREUM 2024"
"StylusTools","Web3 Raffle: Secure & verifiable lucky draws on the blockchain","https://ethglobal.b-cdn.net/projects/bh42b/banner/default.jpg","SCALING ETHEREUM 2024"
"FS Hub","Merging multi-step data conditions and on-chain actions into single bundles","https://ethglobal.b-cdn.net/projects/pp24x/banner/default.jpg","SCALING ETHEREUM 2024"
"ZKT Oracle","The project simplifies complexity for users through 3D experiences, offering integrated web assets, non-text-based internet navigation, and visually engaging explanations of concepts like blockchain.","https://ethglobal.b-cdn.net/projects/7tnkp/banner/default.jpg","ETHGLOBAL SYDNEY"
"cryptopatrons","A decentralized portfolio tracking app utilizing a decentralized database","https://ethglobal.b-cdn.net/projects/to9t6/banner/default.jpg","SCALING ETHEREUM 2024"
"ScaleML","A plugin for LMS to deploy academic certificates based on validations through attestations and NFTs.","https://ethglobal.b-cdn.net/projects/0fs0f/banner/default.jpg","SCALING ETHEREUM 2024"
"Fuse Pay","A data commons for open educational resources leveraging IPC & ZK VM","https://ethglobal.b-cdn.net/projects/a8jzr/banner/default.jpg","SCALING ETHEREUM 2024"
"Museum 3","RWA-Collateralized Loans secured on the blockchain to unlock the $16T in illiquid assets globally","https://ethglobal.b-cdn.net/projects/34wxh/banner/default.jpg","SCALING ETHEREUM 2024"
"Scientify","A web3 auth provider that privately stores user data in decentralized storage and selectively reveals it to the client app.","https://ethglobal.b-cdn.net/projects/p0f2b/banner/default.jpg","SCALING ETHEREUM 2024"
"Monadic DNA","Open-source AI enabled image editor with tokenized incentives and verifiability of original-content.","https://ethglobal.b-cdn.net/projects/qebnp/banner/default.jpg","SCALING ETHEREUM 2024"
"Supply Trace","Decentralized Global events data aggregator and predictor utilising the power of Chainlink Functions and Gemini AI model.","https://ethglobal.b-cdn.net/projects/voyi6/banner/default.jpg","SCALING ETHEREUM 2024"
"TimeShare","The project gives central authorities a simple framework to issue and revoke certificates, granting anyone the ability to easily verify their legitimacy, leveraging blockchain advantages while abstracting its complexity for a seamless user experience.","https://ethglobal.b-cdn.net/projects/zgo6p/banner/default.jpg","SCALING ETHEREUM 2024"
"BoostX","A project to create a meme VC with DAO. With the m3m3 DAO, anyone can participate in sales like a VC. Any buyer of NFTs can propose a new meme project. Among the proposed meme project the first place meme token will be presold to the voters.","https://ethglobal.b-cdn.net/projects/mhz96/banner/default.jpg","SCALING ETHEREUM 2024"
"ClosedAI","In this game players are thrust into the gritty and dangerous world of organized crime, where alliances are fragile, betrayal is commonplace, and power is the ultimate currency.","https://ethglobal.b-cdn.net/projects/jbxuu/banner/default.jpg","SCALING ETHEREUM 2024"
"Planck","A powerful vault for users to lock funds until the value 3X, 10X or 100X in fiat terms and/or lock funds until a specific block height (1/5/20 years). It's a contract to remove narrative driven speculators’ capacity to sell their tokens too early.","https://ethglobal.b-cdn.net/projects/jesix/banner/default.jpg","SCALING ETHEREUM 2024"
"Carbon Credits","Adlink provides an infrastructure for anyone to integrate and display advertisements over their transactions and incentivize users for transacting on-chain.","https://ethglobal.b-cdn.net/projects/c60gi/banner/default.jpg","SCALING ETHEREUM 2024"
"Sketch-stylus","A frame made where users can see the hackathons at the taikai platform","https://ethglobal.b-cdn.net/projects/uhhbx/banner/default.jpg","FRAMEWORKS"
"Stylus hook","A crowfunding App on which you can fund people who need medical help","https://ethglobal.b-cdn.net/projects/m4nkg/banner/default.jpg","FRAMEWORKS"
"NoCodeSol","Project enables developers to effortlessly create and share customizable Farcaster frames supporting live video streaming, leveraging Pinata API for user casts.","https://ethglobal.b-cdn.net/projects/pynw0/banner/default.jpg","FRAMEWORKS"
"endorse3","Farchive: Comprehensive User Cast Archiving Solution Introduction In the rapidly evolving world of digital content creation, preserving and organizing user-generated content has become increasingly important. Farchive is an innovative solution","https://ethglobal.b-cdn.net/projects/8n1z7/banner/default.jpg","FRAMEWORKS"
"OpenWeb","Randomly connecting Farcaster users with each other to build the community","https://ethglobal.b-cdn.net/projects/vs6dq/banner/default.jpg","FRAMEWORKS"
"DeFi Balance Booster","Discover and create trending frames with our easy-to-use platform. Explore top trending frames or craft your unique minting frame in our Creator Studio, designed for both enthusiasts and creators.","https://ethglobal.b-cdn.net/projects/5jhwp/banner/default.jpg","FRAMEWORKS"
"DeFab","A "Toss" frame allows users to flip a virtual coin or perform a random selection between two options. It's a fun and interactive way to make decisions or settle disputes. Users can simply click or tap on the frame to initiate the toss, and the result (heads o","https://ethglobal.b-cdn.net/projects/nvx2g/banner/default.jpg","FRAMEWORKS"
"Memecoin cooker","A frame that interacts with an example contract with multiple parameters by utilizing states and finally the tx directly on the frame, also adheres to the openframe standard","https://ethglobal.b-cdn.net/projects/w3rn0/banner/default.jpg","FRAMEWORKS"
"MarryMe","ETHGlobal frames allow users to go to frames and checkout ethglobal hackathons in a cast and then go to external websites to checkout the hackathon","https://ethglobal.b-cdn.net/projects/0kgms/banner/default.jpg","FRAMEWORKS"
"forge flamegraphs","Move your Axelar Interchain token usnig a Frame from Optimism to base and vice-versa","https://ethglobal.b-cdn.net/projects/58e96/banner/default.jpg","FRAMEWORKS"
"Easy Key","FrameJS is a lightweight JavaScript library that allows you to easily track prices on web pages. With just a few lines of code, you can extract and monitor price information from any website.","https://ethglobal.b-cdn.net/projects/qs5zk/banner/default.jpg","FRAMEWORKS"
"Sign up to get the latest news and updates on ETHGlobal","Frame that enables content creator to receive streams through superfluid on base network, also a no code frame development tools to facilitate creation and sharing on farcaster clients.","https://ethglobal.b-cdn.net/projects/bcse8/banner/default.jpg","FRAMEWORKS"
"Easy Key","Frame that enables content creator to receive streams through superfluid on base network, also a no code frame development tools to facilitate creation and sharing on farcaster clients.","https://ethglobal.b-cdn.net/projects/bcse8/banner/default.jpg","FRAMEWORKS"
"EmailEon","An interactive client for Farcaster with support for videos and games","https://ethglobal.b-cdn.net/projects/dnbdj/banner/default.jpg","FRAMEWORKS"
"AddressMe","Frames as a service. A p[latform that leverages frames for creator economy.","https://ethglobal.b-cdn.net/projects/esnho/banner/default.jpg","FRAMEWORKS"
"Proof Of Testimonial","No-code tool for creating instant checkout ecommerce frames. Flames if the fastest way to go from idea to income on Farcaster!","https://ethglobal.b-cdn.net/projects/dfzrr/banner/default.jpg","FRAMEWORKS"
"ChainSweep","This initiative enhances online communication by offering embeddable comment and live chat frames, using blockchain for uncensored, aggregated discussions. It streamlines app development and enriches user interaction with customizable features, addressing scalability.","https://ethglobal.b-cdn.net/projects/feitk/banner/default.jpg","FRAMEWORKS"
"ZKnockXI","Buzzfeed meets self-awareness in this social interaction that is meant to evoke authenticity online","https://ethglobal.b-cdn.net/projects/h6ikf/banner/default.jpg","FRAMEWORKS"
"zkAPI","A frame which is suggesting a music based on your unique choice!","https://ethglobal.b-cdn.net/projects/y6i7m/banner/default.jpg","FRAMEWORKS"
"BlobFusion","It is a frame that create an AA wallet for any user. It is easy to use fast and nice","https://ethglobal.b-cdn.net/projects/1m56c/banner/default.jpg","FRAMEWORKS"
"Staked Steps","QuizChain harnesses video learning with blockchain rewards. Watch educational content, take quizzes, earn NFTs, and climb leaderboards—all in one platform.","https://ethglobal.b-cdn.net/projects/pe1fs/banner/default.jpg","FRAMEWORKS"
"PrivyCal","Frame Mint allows anyone to create and mint NFTs on Farcaster.","https://ethglobal.b-cdn.net/projects/gusp4/banner/default.jpg","FRAMEWORKS"
"BuildFi","Qubix is an app that revolutionizes game development and ownership in web3. It is an innovative platform where users craft games using intuitive drag-and-drop tools, and publish as a farcaster frame","https://ethglobal.b-cdn.net/projects/k5h2t/banner/default.jpg","FRAMEWORKS"
"GitSplit","Introducing Memster: Your Ultimate Meme Creation and Casting Platform! Join the Memster community and unleash your creativity by crafting hilarious and relatable memes.","https://ethglobal.b-cdn.net/projects/jv03n/banner/default.jpg","FRAMEWORKS"
"ODESEC","At a recent hackathon event At a recent hackathon event, I developed a novel solution","https://ethglobal.b-cdn.net/projects/2tonx/banner/default.jpg","FRAMEWORKS"
"Z","The Token 8 Ball frame recommends tokens from its list and let's you buy them easily!","https://ethglobal.b-cdn.net/projects/85itq/banner/default.jpg","FRAMEWORKS"
"Marcello Protocol","no-code tool for creating Analytics Charts inside Frames on Farcaster","https://ethglobal.b-cdn.net/projects/4t1af/banner/default.jpg","FRAMEWORKS"
"Blueband","An exploration into generating Farcaster frames and decoding Frame post actions","https://ethglobal.b-cdn.net/projects/9392k/banner/default.jpg","FRAMEWORKS"
"PartSign","Sybil Daddy is a new to way to fight against sybil attacks for Airdrops","https://ethglobal.b-cdn.net/projects/orjwp/banner/default.jpg","FRAMEWORKS"
"KiipWallet","create a game for frames it more of a car managment sim game","https://ethglobal.b-cdn.net/projects/6wjn5/banner/default.jpg","FRAMEWORKS"
"Bags","FrameHub analyzes Farcaster Frame trends & engagement, aiding project decisions. We also have our Farcaster account which provides daily updates. Stay informed, make better choices.","https://ethglobal.b-cdn.net/projects/w77f9/banner/default.jpg","FRAMEWORKS"
"Web3 Spaces","A ranked auction frame to participate in the a group NFT auction","https://ethglobal.b-cdn.net/projects/hifh1/banner/default.jpg","FRAMEWORKS"
"ERC7551","CocoFrame allows you to create your own frames without code.","https://ethglobal.b-cdn.net/projects/axab0/banner/default.jpg","FRAMEWORKS"
"mindmesh","This is a game where everyone can paint each pixel with blue, yellow, red colors. After 1 day players can mint it as nft","https://ethglobal.b-cdn.net/projects/ivayb/banner/default.jpg","FRAMEWORKS"
"NFT Friends","Generate an allowlist of users (with their wallets connected on Farcaster) from the likes or comments on a specific cast.","https://ethglobal.b-cdn.net/projects/n5kom/banner/default.jpg","FRAMEWORKS"
"Ideating","Dynamic, versatile, nostalgic - enjoy this fresh new adventure integrated into Web3 social!!!","https://ethglobal.b-cdn.net/projects/q1b38/banner/default.jpg","FRAMEWORKS"
"Report DAO","Discover and learn new information through Knowledge Cards directly inside frames","https://ethglobal.b-cdn.net/projects/iw2tb/banner/default.jpg","FRAMEWORKS"
"Attestation Station","It is a platform for creators to sell digital products (videos, e-books, images) via Farcaster Frames. Users can discover and purchase these digital assets by minting Access NFTs, which grant them access to the purchased content.","https://ethglobal.b-cdn.net/projects/pucwj/banner/default.jpg","FRAMEWORKS"
"TipMe (Melon)","Create, configure and watch live stream on the go using Farcaster frames, fully powered by livepeer.","https://ethglobal.b-cdn.net/projects/6a5go/banner/default.jpg","FRAMEWORKS"
"NotYourJewels","Fc Portfolio is a frame that fetches Farcaster user details via Pinata API to create personalized portfolios.","https://ethglobal.b-cdn.net/projects/bzgxd/banner/default.jpg","FRAMEWORKS"
"Thumper","WeChat's success hinged on WeChat Pay. Warpcast needs a payment feature to be the all-in-one crypto app, and this is what payrennial is doing: warpcast native payment frames.","https://ethglobal.b-cdn.net/projects/p4xtb/banner/default.jpg","FRAMEWORKS"
"Dapp Canvas","Frames shoudnt only be developer friendly, even as a developer it is stressful to code and deploy a frame. My project allows you to make a frame in 15 seconds !","https://ethglobal.b-cdn.net/projects/071hz/banner/default.jpg","FRAMEWORKS"
"Quasar","roulette-6 is a roulette game framee ulette Game Frame" is a customizable framework designed for creating a simulated version of the notorious Russian roulette game within a web environment. In this game, players face the risk of a single bullet being loa","https://ethglobal.b-cdn.net/projects/9mbrn/banner/default.jpg","FRAMEWORKS"
"AttestCaster","A farcaster frame which converts the amazing moments of any livestream into an NFT.","https://ethglobal.b-cdn.net/projects/h50ae/banner/default.jpg","FRAMEWORKS"
"IPFS FAISS KNN INDEX","A Farcaster frame that gives the information of some the best bridges in web3 that support Optimism","https://ethglobal.b-cdn.net/projects/v60qe/banner/default.jpg","FRAMEWORKS"
"Sign up to get the latest news and updates on ETHGlobal","A Farcaster frame that gives the information of some the best bridges in web3 that support Optimism","https://ethglobal.b-cdn.net/projects/v60qe/banner/default.jpg","FRAMEWORKS"
"IPFS FAISS KNN INDEX","You can put a cat on your PFP on Farcaster using this frame. You can control the position of the cat is in the image and download or mint as NFT. We can use this frame for another meme image such as DEGEN hat, nouns glasses, ENJOY ball. What would like to put on your PFP?","https://ethglobal.b-cdn.net/projects/3yyed/banner/default.jpg","FRAMEWORKS"
"Proof of Location","We have built a frame for interactive online role games. The game master can create a frame with the session streaming and a vote poll where the Farcaster audience can interact with the game setting the actions difficulty.","https://ethglobal.b-cdn.net/projects/9njv6/banner/default.jpg","FRAMEWORKS"
"ghilli","FrameCoiner- create gasless trading accounts and perform trades in single click using FRAMES !!!!!!!!!!","https://ethglobal.b-cdn.net/projects/b2bno/banner/default.jpg","FRAMEWORKS"
"AI Marketplace","A Chrome Extension that allows you to discover and engage with Frames while you browse.","https://ethglobal.b-cdn.net/projects/ckaos/banner/default.jpg","FRAMEWORKS"
"DataFreak","a platform that allows the creator to advertise their projects and has their followers as a social validator","https://ethglobal.b-cdn.net/projects/7dpif/banner/default.jpg","FRAMEWORKS"
"KeyNest","Users can generate Farcaster Frames from templates with no coding necessary mint tickets, nfts, and more","https://ethglobal.b-cdn.net/projects/dyy1k/banner/default.jpg","FRAMEWORKS"
"Lucky Draw","A Farcaster frame engineered for live music insights: seamlessly share your current Spotify track and access comprehensive real-time statistics. Elevate your musical experience.","https://ethglobal.b-cdn.net/projects/d1dv0/banner/default.jpg","FRAMEWORKS"
"Bundle","Empowering Developers with Rapid AA Frame Development for Onchain Transactions","https://ethglobal.b-cdn.net/projects/kau8i/banner/default.jpg","FRAMEWORKS"
